0,1,2,3
345.3168634657704,-711.7420596478927,184.4657923091005,457.4427937225308
-1605.0298878104638,526.4799015763172,362.6349490657314,-723.6515717615782
-250.61149766825588,1626.2580478749228,-1343.6786284409613,454.9955281388644
-1047.976991892442,1300.1128337604682,-824.3862470420195,-326.32696877306756
457.3436825007292,-1401.647213470146,-263.83812405173876,-325.8573785053626
-1856.4887901739348,137.0152073207091,71.36179929004665,234.7735140622304
1803.6378617624532,831.223605176539,609.5432756197333,-23.123836130535096
1843.4976039739975,85.87778499870892,150.0406541257144,-174.185348190382
-712.9612933501462,-594.8461851027696,296.41670546628535,-240.30902266700775
-1341.251834767572,-477.55268229786805,307.5045066762021,969.5417752731228
891.7362516659297,1267.6666451667154,108.98094147189788,347.1536564601671
1826.327104930648,768.7184839377541,499.35293391916287,97.36482145103469
-486.88365584610875,1878.5192618166766,-1136.491434952526,-389.74827011472235
1229.8162621677614,-766.8604993192515,-123.50584843816239,-56.24050949618045
-31.882167589240744,-1447.1863291114873,-230.65311549149015,-352.58734230603403
268.53426764562033,-208.83327047206066,582.2377432621839,247.03176546673092
1737.2654216929009,-369.41377301103364,-464.81598026859365,-152.91938813465617
-143.55666814135745,632.3009396302332,-1019.0886543596803,450.975796155977
-1321.1203797981361,-1167.9375340236654,363.12685550266224,403.4826409872313
579.3158543192452,-14.099448687827284,608.9054510440196,382.8329171316307
2128.0108970803244,-577.3984336450991,-437.4036884325478,101.78260042110387
-961.9981260577731,-1234.522231245967,-49.314588968581376,282.3315831349913
-792.4027698141822,-776.4783089520432,430.2256183977413,481.53506929900584
-116.75716313199439,1173.2052828579128,133.43611047664533,-591.5546942555789
-987.6568883042299,910.5812313766875,-639.1807856799869,261.751778917807
1672.3019096585479,383.0749921830858,123.26762838024821,360.3571156617407
331.365511438171,-527.5977017866772,262.5717885406424,382.72465742531375
88.19192419052598,811.9123844027118,306.3642987379803,820.6873779377254
-1495.1376767560369,23.722393804977386,96.84555700596282,-37.07494490081365
1655.9139775956946,-570.4108352715709,-374.4938682227106,219.06572474434867
-768.6553061974691,-955.0514060918013,-221.42248264740334,705.1732329557639
-1808.067683174824,-230.5007684154244,396.33527035433553,-160.1107124776658
-275.05667006624856,502.56225832010824,157.43083121586335,489.45050135385173
-1426.3554170907728,-1178.097088768256,491.6110189197685,373.4595596776268
1690.3442977729133,1035.5567192103167,722.0415727612249,-373.43662682510836
673.3410721408384,425.242183498807,1464.7324888313624,-110.53845481666795
-1583.9468768420609,447.3238212897214,162.5641159240741,-696.1959185945072
-1572.792307534547,204.8188522683159,-80.53083069497161,-6.766884153050853
-1808.7525883908331,-289.40590038707285,552.6866794578882,-119.94422528562069
1753.3224374972897,866.1454020676189,199.46456632514935,11.700288012810972
-1667.8633024860605,-122.32158396020048,362.83491812187543,-346.8951066654078
-1700.8428729681673,364.13766143262865,268.29903534922835,36.12344426848239
-1679.8647515590344,-370.424896176254,188.3686279728326,629.7271472819505
791.5973031321774,-972.6726318728824,-238.55470759145362,-451.57318983043234
537.3092980365919,-1409.0441791552091,-571.9695535285691,-425.6976251322958
940.9601777992158,627.7297483815895,663.4238898714741,-531.7027326768857
-169.01784238021236,-1336.5564262245623,-332.7572301122205,-341.45308701533645
349.21431256782125,1258.132911470397,-302.39636179706724,501.8690281116992
662.2962828999655,-1152.383899433971,-564.4512870518198,87.94567199342012
236.16108945478857,114.5618636959098,657.0220729111392,317.7558968077655
-912.5397894385112,1195.6887918272985,-627.0926698244084,-355.3916135652742
-1691.8946798091365,135.37105860540632,143.85837968215748,-574.05073473069
569.7051637108179,-859.8532355516516,-40.72463901161527,384.8389003223689
882.1226046553911,-768.9280273750351,-130.94146460615625,244.05897199490403
-915.6168804516844,-1189.0007830877498,-190.34661782190395,287.5041576041605
437.265772237265,1298.4901241513708,-90.69170274960103,534.8911195863618
-581.7020216095959,-1366.6879581344338,12.671312649578198,-141.5755172786615
-1456.8561955043942,690.0430576993303,-448.95532489647445,-95.91116343609298
1516.6635016728583,313.7987366405399,440.3054617061707,-146.18558734441194
-1684.882753325478,-132.32081118882653,310.6720008803875,-26.156791686840393
1291.8701701504258,537.5713333253714,607.556720966526,-522.738956007763
-168.7967744599923,-1013.8970165012646,-436.79009798929496,27.015287698326823
-1203.3268521795094,-758.5513924645807,21.467499780892215,682.7489018537633
-369.8397980036201,-951.5026103158846,261.3947135425857,296.28057927476243
557.0819159508952,365.8479264029846,-58.044874666968326,305.40709615361493
1516.463952418149,-981.937877481956,-357.46838095054545,-45.546812022293125
